,Kingdom,Clade
I1684,2,1783270
I1145,2,1783272
I621,2,1224
I1856,2,1783272
I1977,2,1224
I2253,2,1783272
I2517,2,1783272
I407,2,1224
I1424,2,1224
I1462,2,1783272
I414,2,49928
I3302,2,1783272
I2355,2,1783272
I934,2,1783257
I1490,2,1224
I2621,2,1783272
I509,2,1224
I2546,2,1783272
I3776,2,1783272
I2661,2,1783272
I1576,2,1783272
I1496,2,1783272
I3498,2,1224
I485,2,1783272
I701,2,1224
I3705,2,1224
I174,2,1224
I34,2,1224
I341,2,1224
I1328,2,1783272
I3333,2,1783272
I3724,2,1224
I3980,2,1224
I1855,2,1783272
I3373,2,1783272
I689,2,1783272
I3003,2,1224
I1882,2,1783272
I92,2,1224
I3017,2,1224
I714,2,1224
I2146,2,1783272
I2552,2,1783272
I3557,2,1783272
I3797,2,1224
I2780,2,1224
I967,2,1224
I3654,2,1783272
I1043,2,1783272
I2285,2,32066
I805,2,1224
I2573,2,1783272
I439,2,1224
I3157,2,1783272
I1573,2,1224
I2415,2,1783272
I88,2,1224
I2257,2,1783272
I2848,2,1783272
I804,2,1224
I90,2,1224
I2245,2,1783272
I3472,2,1783272
I135,2,1783272
I2504,2,1783272
I313,2,1783270
I2689,2,1783270
I4081,2,1224
I2297,2,1783272
I265,2,1224
I3784,2,1783272
I675,2,1783257
I1113,2,1783272
I2342,2,1783272
I2441,2,1783272
I1937,2,1783272
I2097,2,1783270
I173,2,1224
I2194,2,1224
I1929,2,29547
I2429,2,1783272
I2892,2,1783272
I3595,2,1783272
I3754,2,1783272
I4084,2,1224
I1871,2,203691
I3057,2,1783272
I132,2,1783270
I1283,2,1783270
I3326,2,1783272
I1944,2,1783272
I2184,2,1224
I1538,2,1783270
I2301,2,1783272
I1719,2,1783270
I3340,2,1224
I64,2,1783272
I2454,2,1783272
I1872,2,203691
I2413,2,1783272
I2183,2,1224
I722,2,1224
I3857,2,1224
I1919,2,1783272
I859,2,1783270
I1460,2,1783272
I2358,2,1783272
I2956,2,1783272
I655,2,1224
I858,2,1783272
I1557,2,200940
I604,2,1224
I2449,2,1783272
I2318,2,1783272
I2839,2,1783272
I3652,2,1783270
I1917,2,1783272
I3974,2,1783272
I390,2,1783270
I3439,2,1783272
I3736,2,1783272
I3485,2,1224
I543,2,1224
I318,2,1783272
I1814,2,1783272
I3593,2,1783272
I3541,2,1783272
I1589,2,1783272
I2430,2,1783272
I2976,2,1783272
I659,2,1224
I1606,2,1783272
I1246,2,1783272
I180,2,1783270
I2510,2,1783272
I2938,2,1783272
I107,2,1224
I229,2,57723
I1628,2,1224
I1949,2,1783272
I3317,2,1783272
I1895,2,200940
I596,2,2138240
I1394,2,1783272
I444,2,1224
I2798,2,1224
I3832,2,1783272
I1625,2,1224
I3030,2,1783272
I1833,2,1783272
I3207,2,1783272
I3264,2,1783272
I3732,2,1783272
I1604,2,1783272
I1858,2,1783270
I3524,2,1783272
I870,2,1224
I1636,2,1224
I3701,2,1783272
I3746,2,1783272
I1406,2,200940
I3042,2,1783272
I287,2,1224
I2494,2,1783272
I3932,2,1783272
I4043,2,1224
I679,2,1783272
I2156,2,1783272
I2188,2,1224
I2762,2,1783272
I889,2,1224
I2547,2,1783272
I377,2,1224
I3356,2,1224
I3728,2,1783272
I2401,2,1783272
I695,2,200930
I506,2,1224
I2509,2,1783272
I1144,2,1224
I2694,2,1783270
I2254,2,1783272
I3806,2,1224
I344,2,1224
I3928,2,1783272
I402,2,1783272
I222,2,1224
I1554,2,200940
I1230,2,1224
I3000,2,1224
I3073,2,1783270
I3850,2,1783272
I1201,2,1783272
I1709,2,29547
I2763,2,1783272
I1503,2,1783272
I31,2,1224
I542,2,1224
I2051,2,1783272
I1712,2,32066
I3740,2,1783272
I255,2,1224
I327,2,1783272
I1679,2,1783272
I2791,2,1224
I738,2,1224
I1517,2,1783272
I575,2,1783272
I211,2,1224
I1087,2,1224
I2737,2,1783272
I2110,2,1783272
I3226,2,1783272
I3067,2,1783270
I1495,2,1783272
I144,2,1224
I2027,2,1783272
I3474,2,1783272
I3105,2,1783272
I1128,2,1783272
I624,2,1224
I1829,2,1783272
I2443,2,1783272
I1337,2,1783272
I1669,2,1783272
I267,2,1224
I3551,2,1783272
I547,2,1224
I584,2,1783272
I3877,2,1783272
I2225,2,1783272
I42,2,1224
I3807,2,1224
I1183,2,1224
I2821,2,1783272
I192,2,1783272
I2190,2,1224
I1104,2,1224
I2668,2,1783270
I940,2,1224
I1715,2,200940
I2678,2,200930
I3022,2,1783272
I3653,2,1783272
I3188,2,1224
I3992,2,1224
I708,2,1224
I3214,2,1783272
I219,2,1224
I1807,2,1224
I2877,2,1783272
I2095,2,1783270
I3009,2,1224
I2570,2,1783272
I2033,2,1783272
I43,2,1224
I1041,2,1783272
I2973,2,1783272
I3353,2,1224
I3809,2,1224
I3722,2,1224
I2781,2,1224
I3956,2,1783272
I3123,2,1783272
I2473,2,200940
I2605,2,1224
I154,2,1224
I700,2,1224
I3190,2,1224
I971,2,1224
I1873,2,203691
I776,2,1224
I430,2,1224
I3706,2,1224
I4030,2,1224
I339,2,1224
I2435,2,1783272
I3918,2,1783272
I746,2,1783272
I2038,2,1783272
I2206,2,1783272
I3611,2,1224
I1360,2,1783272
I1379,2,1783270
I2420,2,1783272
I2015,2,1783272
I854,2,1783272
I3584,2,1783272
I2241,2,1783272
I228,2,57723
I2425,2,1783272
I381,2,1224
I715,2,1224
I3041,2,1783272
I22,2,1224
I2007,2,1783272
I3721,2,1224
I2286,2,200940
I2060,2,1783270
I1235,2,1783272
I51,2,1224
I3757,2,1783272
I2693,2,1783270
I4038,2,1224
I2153,2,1783272
I2941,2,1783272
I1177,2,1224
I2141,2,1783272
I2119,2,1783272
I992,2,1224
I1960,2,1783272
I3546,2,1783272
I3978,2,1783272
I1818,2,1783272
I699,2,1224
I872,2,1224
I2867,2,1783272
I929,2,1783272
I2302,2,200918
I3343,2,1224
I2988,2,1224
I3318,2,1783272
I3514,2,1783272
I493,2,1783272
I1122,2,1783272
I2496,2,1783272
I2917,2,1783272
I809,2,1224
I3536,2,1783270
I2492,2,1783270
I1716,2,200940
I1909,2,1783272
I2148,2,1783272
I2705,2,1783272
I3911,2,1224
I3243,2,1783270
I1024,2,1783272
I2849,2,1783272
I3418,2,1783272
I1421,2,1224
I1471,2,1224
I1152,2,1783272
I3871,2,1224
I657,2,1224
I3203,2,1783272
I3152,2,1783272
I1667,2,1783272
I3313,2,1783272
I789,2,1224
I21,2,1224
I3469,2,1783272
I3119,2,1783272
I829,2,1224
I1965,2,1224
I1683,2,1783272
I3885,2,1783272
I1875,2,200930
I1036,2,1224
I2503,2,1783272
I1959,2,1783272
I1545,2,1783272
I2684,2,32066
I3924,2,1783272
I1211,2,1783272
I3533,2,1783270
I3767,2,1783272
I1499,2,1783272
I311,2,1224
I1467,2,1224
I3583,2,1783272
I2144,2,1783272
I3301,2,1783272
I3184,2,1224
I3592,2,1783272
I3336,2,1224
I1095,2,1224
I3801,2,1224
I1121,2,1783272
I1066,2,1783272
I87,2,1224
I3064,2,1783272
I647,2,1224
I2580,2,1783272
I3404,2,1783270
I514,2,1224
I2127,2,1783272
I15,2,1224
I1439,2,29547
I3111,2,1783272
I1472,2,1224
I1233,2,1224
I2942,2,1783272
I1251,2,1783272
I3048,2,1783272
I962,2,1224
I68,2,1783272
I2023,2,1783272
I2125,2,1783272
I2447,2,1783272
I1745,2,1783272
I1826,2,1783272
I3615,2,1224
I3862,2,1224
I3945,2,1224
I1954,2,1783272
I382,2,1224
I4036,2,1224
I3331,2,1783272
I3936,2,1783272
I2476,2,1783272
I1105,2,200940
I2104,2,1783272
I2419,2,1783272
I2683,2,1783272
I3075,2,1783270
I3688,2,1783272
I3838,2,1783272
I1015,2,1783272
I2313,2,203691
I366,2,1224
I688,2,57723
I1352,2,1783272
I1154,2,1783272
I1500,2,1783272
I2887,2,1783270
I2872,2,1783272
I27,2,1224
I191,2,1783272
I1653,2,1783272
I3931,2,1783272
I3451,2,1783272
I1646,2,1783272
I3375,2,1783272
I3549,2,1783272
I1527,2,1783272
I1392,2,203691
I932,2,1783272
I1187,2,1224
I2790,2,1224
I2845,2,1783272
I2452,2,1783272
I555,2,1224
I3109,2,1783272
I2081,2,29547
I2563,2,1783272
I145,2,1224
I1070,2,1224
I2092,2,200940
I264,2,1224
I452,2,1224
I909,2,1783272
I1356,2,1783272
I487,2,1783272
I3103,2,1783272
I3478,2,1224
I96,2,1783272
I2252,2,1783272
I3666,2,1783272
I668,2,1783272
I2936,2,1783272
I1879,2,1783272
I3252,2,1783270
I35,2,1224
I2169,2,1224
I2444,2,1783272
I3540,2,1783272
I1759,2,1783272
I427,2,1224
I1231,2,1224
I896,2,1224
I2294,2,1783270
I3053,2,1783272
I2576,2,1224
I2765,2,1783272
I3292,2,1783272
I3306,2,1783272
I3239,2,1783270
I622,2,1224
I1168,2,200930
I643,2,1224
I111,2,1224
I825,2,1783272
I1167,2,203691
I819,2,1783272
I2575,2,1224
I2696,2,1783270
I3506,2,1783272
I2612,2,1783272
I771,2,1930617
I3503,2,1783272
I2910,2,1783272
I3004,2,1224
I3290,2,1783272
I2074,2,1783272
I3742,2,1783272
I2344,2,1783272
I1957,2,1783272
I2648,2,1783272
I2963,2,1783272
I1533,2,1783270
I4032,2,1224
I1221,2,1783272
I4007,2,1224
I2058,2,1783270
I4057,2,1224
I3986,2,1224
I160,2,1224
I641,2,1224
I247,2,1783272
I2878,2,1783270
I2264,2,1783270
I2293,2,1783270
I1614,2,1224
I3311,2,1783272
I3662,2,1783272
I588,2,1783272
I293,2,1224
I3299,2,1783272
I292,2,1224
I3778,2,1783272
I437,2,1224
I1878,2,1783272
I2642,2,1783272
I3209,2,1783272
I3344,2,1224
I1363,2,1783272
I3391,2,1783270
I876,2,1224
I2259,2,1783270
I1193,2,1783272
I2746,2,1783272
I3228,2,1783272
I1412,2,1783272
I891,2,1224
I1290,2,1783272
I1049,2,1783272
I1391,2,203691
I3283,2,1783272
I749,2,1224
I2500,2,200918
I30,2,2138240
I736,2,1224
I1563,2,1783272
I2049,2,1783272
I1735,2,1783272
I2592,2,1224
I3461,2,1783272
I9,2,1224
I3620,2,1783272
I1327,2,1783272
I2548,2,1783272
I508,2,1224
I426,2,1224
I855,2,1930617
I2857,2,1783272
I3107,2,1783272
I3594,2,1783272
I3787,2,1224
I301,2,1224
I2733,2,1783272
I3297,2,1783272
I17,2,1224
I2775,2,1783272
I2811,2,1224
I3098,2,1783272
I1648,2,1783272
I1427,2,1783272
I3690,2,1783272
I72,2,1224
I488,2,1783272
I2623,2,1783272
I1362,2,1783272
I3649,2,1783270
I203,2,1224
I990,2,1224
I3172,2,1224
I3495,2,1224
I1147,2,1783272
I3526,2,1783270
I1435,2,1783272
I1378,2,1783272
I2329,2,1783272
I1641,2,1224
I1358,2,1783272
I1659,2,1783272
I511,2,1224
I692,2,1783272
I1998,2,1224
I2497,2,1783272
I3960,2,1783272
I149,2,1224
I3633,2,1783272
I331,2,1224
I303,2,2818505
I697,2,1224
I1747,2,29547
I2209,2,1783272
I2256,2,1783272
I3749,2,1783272
I1713,2,32066
I3648,2,1783270
I3843,2,1783272
I751,2,1224
I1611,2,1224
I1001,2,1783272
I1785,2,1783272
I1466,2,1224
I3881,2,1783272
I3925,2,1783272
I2211,2,1783272
I3180,2,1224
I1584,2,29547
I562,2,1224
I4053,2,1224
I939,2,1224
I2739,2,1783272
I233,2,1224
I41,2,1224
I194,2,1224
I875,2,1224
I1997,2,1224
I951,2,1783270
I2037,2,1783272
I2457,2,1783270
I2568,2,1783272
I120,2,1224
I416,2,1224
I853,2,1783272
I369,2,1224
I942,2,1783272
I3711,2,1224
I3575,2,1783272
I2395,2,1224
I1615,2,1224
I882,2,1224
I3128,2,1783272
I2499,2,200918
I1248,2,1783272
I2866,2,1783272
I3940,2,1224
I1560,2,508458
I3212,2,1783272
I1634,2,1224
I4016,2,1224
I839,2,1783272
I3038,2,1783272
I2186,2,1224
I1830,2,1783272
I2083,2,32066
I2129,2,1783272
I2380,2,1783272
I280,2,1224
I1903,2,1783272
I3020,2,1783272
I3812,2,1783272
I2292,2,1783270
I1528,2,1783272
I3975,2,1783272
I1289,2,1783272
I753,2,1783272
I2880,2,1783270
I1339,2,1224
I8,2,1224
I1687,2,1783270
I1768,2,1783272
I810,2,1224
I2858,2,1783272
I3440,2,1783272
I4000,2,1224
I1518,2,1783272
I3114,2,1783272
I3450,2,1783272
I1204,2,1783272
I2554,2,1783272
I3618,2,1783272
I1748,2,29547
I2114,2,1783272
I2357,2,1783272
I538,2,1224
I1410,2,508458
I197,2,2138240
I2822,2,1783272
I3896,2,1783272
I177,2,1783257
I361,2,1224
I863,2,1224
I3748,2,1783272
I2758,2,1783272
I2992,2,1224
I3976,2,1783272
I687,2,1783257
I2560,2,1783272
I2913,2,1783272
I3372,2,1783272
I20,2,1224
I1526,2,1783272
I2831,2,1783272
I1110,2,29547
I3454,2,1783272
I1443,2,29547
I208,2,1224
I1004,2,1783272
I3639,2,1783272
I2011,2,1783272
I1791,2,1224
I1180,2,1224
I4063,2,1224
I3579,2,1783272
I2501,2,1783272
I2959,2,1783272
I1314,2,1783272
I1612,2,1224
I3729,2,1783272
I3329,2,1783272
I869,2,1224
I1342,2,1224
I1322,2,1783272
I2989,2,1224
I1828,2,1783272
I19,2,2138240
I1877,2,200940
I762,2,1783257
I2905,2,1783270
I1631,2,1224
I2690,2,1783270
I3727,2,1224
I3529,2,1783270
I3851,2,1224
I2236,2,1783272
I3588,2,1783272
I1846,2,1783272
I257,2,1783272
I786,2,1224
I2298,2,1783272
I398,2,1783272
I3118,2,1783272
I3894,2,1783272
I353,2,1224
I3933,2,1783272
I2200,2,1224
I188,2,1783257
I3305,2,1783272
I1348,2,1224
I1259,2,1783272
I1028,2,1783257
I1459,2,1783272
I800,2,1224
I602,2,200930
I3384,2,1783272
I2459,2,1783270
I4078,2,1224
I2907,2,200918
I13,2,1224
I3663,2,1783272
I536,2,1224
I1868,2,1783270
I60,2,1224
I1436,2,1224
I2428,2,1783272
I131,2,1783257
I1815,2,1783272
I4048,2,1224
I1284,2,508458
I2729,2,1783272
I3270,2,1783272
I2346,2,1783272
I3691,2,1783272
I1438,2,29547
I3968,2,1224
I3886,2,1783272
I99,2,1783272
I2673,2,1783270
I1112,2,1783272
I2827,2,1783272
I1434,2,1783272
I2418,2,1783272
I1119,2,1783272
I2622,2,1783272
I2996,2,1224
I443,2,1224
I2019,2,1783272
I3143,2,1783272
I3834,2,1783272
I1686,2,1783270
I1275,2,203691
I238,2,1224
I2022,2,1783272
I3179,2,1224
I1484,2,1224
I2644,2,1783272
I1305,2,1783272
I378,2,1224
I3944,2,1224
I1938,2,1783272
I1857,2,1783272
I2275,2,200930
I3278,2,1783272
I2478,2,32066
I3660,2,1783272
I2131,2,29547
I315,2,1783272
I894,2,1224
I1044,2,1783272
I3047,2,1783272
I349,2,1224
I822,2,1783272
I1809,2,1224
I784,2,1224
I2279,2,1783272
I1548,2,1783272
I1286,2,508458
I2291,2,1783270
I3100,2,1783272
I3154,2,1783272
I1918,2,1783272
I2082,2,29547
I3569,2,1783272
I298,2,1224
I748,2,1783272
I359,2,1224
I2700,2,1783272
I3287,2,1783272
I2327,2,1783272
I2616,2,1783272
I1945,2,1783272
I2631,2,1783272
I2968,2,1783272
I3531,2,1783270
I617,2,1224
I998,2,1783272
I3707,2,1224
I903,2,1783272
I2221,2,1783272
I2080,2,29547
I1838,2,1783272
I2542,2,1783272
I2120,2,1783272
I1811,2,1224
I2365,2,1783272
I2134,2,1783272
I2771,2,1783272
I3692,2,1783272
I1470,2,1224
I2384,2,1224
I2426,2,1783272
I3969,2,1224
I1402,2,29547
I1374,2,1783272
I968,2,1224
I579,2,1783272
I3433,2,1783272
I231,2,57723
I1334,2,1224
I1664,2,1783272
I2356,2,1783272
I334,2,1224
I2847,2,1783272
I609,2,1224
I2816,2,1783272
I2526,2,1783272
I1225,2,1224
I2978,2,1783272
I1013,2,29547
I3964,2,1224
I52,2,1224
I243,2,1783272
I3476,2,1783272
I2889,2,203691
I1047,2,1783272
I1504,2,1783272
I3096,2,1783272
I329,2,1783270
I501,2,1224
I3479,2,1224
I3713,2,1224
I2921,2,1783272
I2267,2,1783270
I2094,2,1783270
I4003,2,1224
I3159,2,1783272
I3792,2,1224
I3508,2,1783272
I3565,2,1783272
I3989,2,1783272
I4001,2,1224
I1141,2,1783272
I473,2,1224
I3319,2,1783272
I2368,2,1783272
I2366,2,1783272
I3434,2,1783272
I309,2,1783270
I595,2,1224
I2059,2,1783270
I2861,2,1783272
I814,2,1224
I3330,2,1783272
I3903,2,1224
I2002,2,1224
I3359,2,1224
I3225,2,1783272
I2150,2,1783272
I500,2,1224
I2718,2,1783272
I2721,2,1783272
I83,2,1224
I2961,2,1783272
I2776,2,1783272
I2807,2,1224
I3350,2,1224
I1376,2,1783272
I3303,2,1783272
I2053,2,1783272
I2599,2,1224
I904,2,1783272
I552,2,1224
I3247,2,1783270
I1922,2,1783272
I2197,2,1224
I2154,2,1783272
I3970,2,1783272
I384,2,1224
I3510,2,1783272
I1677,2,1783272
I343,2,1224
I2388,2,1224
I1264,2,1783272
I2382,2,1224
I4,2,1224
I3518,2,1783272
I3694,2,1783272
I1880,2,1783272
I3400,2,1783270
I561,2,1224
I1079,2,1224
I1482,2,1224
I864,2,1224
I1990,2,1224
I2179,2,1783272
I44,2,1783272
I1377,2,1783272
I1389,2,1783270
I2367,2,1783272
I2651,2,1783272
I2424,2,1783272
I3641,2,1783272
I1031,2,1783272
I2814,2,1224
I836,2,1783272
I892,2,1224
I1458,2,1783272
I1803,2,1224
I2227,2,1783272
I4035,2,1224
I1399,2,1783272
I720,2,1224
I3248,2,1783270
I123,2,1224
I2006,2,1783272
I3345,2,1224
I3783,2,1783272
I2102,2,200918
I409,2,1224
I1200,2,29547
I593,2,1224
I1029,2,1783272
I1067,2,32066
I877,2,1224
I944,2,1783272
I252,2,1783272
I104,2,1224
I33,2,1224
I328,2,1783270
I1927,2,1783272
I2556,2,1783272
I2511,2,1783272
I881,2,1224
I3497,2,1224
I2247,2,1783272
I3308,2,1783272
I2364,2,1783272
I3811,2,1783272
I1999,2,1224
I1493,2,1783272
I2240,2,1783272
I3709,2,1224
I1767,2,1783272
I1729,2,1783272
I3442,2,1783272
I601,2,1783272
I2756,2,1783272
I32,2,1224
I958,2,57723
I1219,2,49928
I2177,2,1783257
I2924,2,1783272
I3357,2,1224
I2987,2,1224
I316,2,1783272
I1072,2,1224
I589,2,1783272
I685,2,2138240
I2723,2,1783272
I143,2,1224
I1164,2,1783270
I860,2,200930
I2534,2,1783272
I2805,2,1224
I580,2,1783272
I774,2,200930
I1939,2,1783272
I781,2,1224
I3456,2,1783272
I3402,2,1783270
I3097,2,1783272
I4017,2,1224
I1359,2,1783272
I98,2,1783272
I317,2,1783272
I1092,2,1224
I3609,2,1224
I2730,2,1783272
I396,2,1783272
I2920,2,1783272
I1682,2,1783272
I1680,2,1783272
I2514,2,1783272
I288,2,1224
I1697,2,203691
I3912,2,1224
I3494,2,1224
I2834,2,1783272
I1053,2,1783272
I2448,2,1783272
I702,2,1224
I3335,2,1783272
I3704,2,1783272
I3327,2,1783272
I2309,2,1783272
I18,2,1783270
I1368,2,1783272
I3058,2,1783272
I2927,2,1783272
I11,2,2138240
I1510,2,1783272
I3312,2,1783272
I3743,2,1783272
I2873,2,1783272
I3861,2,1224
I302,2,57723
I3298,2,1783272
I468,2,1224
I66,2,1224
I410,2,1224
I1976,2,1224
I2310,2,1783272
I3604,2,1224
I2122,2,1783272
I1190,2,1783272
I915,2,1224
I2288,2,200940
I1021,2,1783272
I1,2,2138240
I1666,2,1783272
I1506,2,1783272
I2799,2,1224
I1568,2,1783272
I271,2,1224
I811,2,1224
I2753,2,1783272
I2437,2,1783272
I29,2,1224
I3146,2,1783272
I1295,2,1224
I406,2,1783272
I1643,2,1224
I2744,2,1783272
I2012,2,1783272
I1134,2,1224
I4061,2,1224
I1321,2,1783272
I2229,2,1783272
I3117,2,1783272
I558,2,1224
I1395,2,200938
I3582,2,1783272
I856,2,57723
I3810,2,1224
I3984,2,1224
I2149,2,1783272
I61,2,1224
I1577,2,1783272
I1045,2,1783272
I4067,2,1224
I217,2,1224
I3039,2,1783272
